content,category
Jam or preserves (I used raspberry),2
"Jam, crème fraîche, demerara sugar, and/or lox, (for serving; optional)",2
"Jasmine rice, for serving, optional",2
juice ½ lemon,2
juice ½ lime,2
juice 1 lemon,2
juice 2 lemons,2
"juice 3 pink grapefruits , plus 1 thinly sliced",2
juice 4 limes,2
"juice 6 lime , plus wedges to serve",2
juice of ½ lime,2
"Juice of 1 lemon, plus more to taste, if desired",2
juice of 1 lime,2
Juice of half a lemon,2
juice of half a lime,2
Ketchup and mustard,2
Kosher salt,2
Kosher salt (optional),2
kosher salt and black pepper,2
Kosher salt and cracked  black pepper,2
Kosher salt and freshly ground black pepper,2
kosher salt as needed,2
kosher salt as required,2
Kosher salt to taste,2
"Kosher salt, freshly ground pepper",2
"Kosher salt, to taste",2
Kosher salt and freshly ground black pepper,2
large handful of ice,2
large pinch red pepper flakes (optional),2
leaf pineapple,2
lemon slices (optional),2
"Lemon wedges, for garnish",2
"Lemon wedges, to serve",2
"Lemon wedges, to serve (optional)",2
Lemon-tahini yogurt or plain yogurt,2
"lemon, halved",2
"Lime wedges, for serving",2
Limes,2
Maple Syrup,2
Maraschino,2
"maraschino cherries, to garnish",2
maraschino cherry,2
maraschino cherry (optional),2
"maraschino cherry, optional",2
"Mashed potatoes, for serving",2
mayonnaise to taste,2
"Milk, for brushing cookies",2
minced chives,2
mint leaf to garnish,2
mint sprigs,2
"mint sprigs, sliced cucumber, sliced orange and strawberries, to serve",2
more cornstarch,2
Napa cabbage leaves,2
"oil, as needed",2
"oil, as required",2
Olive oil,2
"Olive oil, paprika or sumac, pita wedges (brushed with olive oil and sprinkled with za’atar, or a combination of sesame seeds and sea salt), and/or carrot sticks [optional] to serve",2
"olive or lemon peel, to garnish",2
"One 16-ounce tall boy of beer, emptied and refilled half way with water",2
"One 17.3-ounce box frozen puff pastry sheets, thawed",2
One 2- to 3-pound farm-raised chicken,2
"One 2-inch knob ginger, roughly sliced",2
One 28- to 32-ounce bag frozen shredded hash brown potatoes,2
"One 3-inch knob ginger, roughly chopped",2
One recipe of Jaew (see related recipe here),2
"Onion, diced",2
"Onion, very thinly sliced",2
"Optional garnishes: Additional chopped parsley, black pepper, grated Parmesan cheese or light drizzle of olive oil",2
"Optional garnishes: Fresh basil (small leaves or torn), red pepper flakes and/or finely grated Parmesan cheese",2
"Optional garnishes: Sliced ripe avocado or guacamole, perhaps a drizzle of cilantro-hemp pesto, red salsa, sour cream or vegan sour cream",2
Optional:  barspoon maraschino liqueur,2
"Optional:  bottle cognac,  ml",2
"Optional:  bottle prosecco, chilled",2
Optional:  can grapefruit soda,2
Optional:  can maraschino cherry,2
Optional:  cherry,2
"Optional:  cup beef broth, chilled",2
Optional:  cup cold water,2
Optional:  cup crème fraîche or sour cream,2
Optional:  cup kosher salt,2
"Optional:  cup kosher salt, divided",2
"Optional:  cup lemon juice, fresh",2
"Optional:  cup whole milk, warmed to about ° F by microwaving for  seconds",2
Optional:  dash bitters,2
Optional:  earl grey tea bag,2
Optional:  in orange,2
"Optional:  kiwi, peeled",2
Optional:  large egg yolk,2
Optional:  leaf pineapple,2
"Optional:  lemon, halved",2
"Optional:  minneola orange, finely zested",2
Optional:  ounces (g) finely grated Parmigiano-Reggiano cheese,2
Optional:  ounces (g) pullman or brioche bread (about one-third to one-half of a loaf),2
Optional:  oz allspice,2
Optional:  oz blood orange juice,2
Optional:  oz bornholmer bitter,2
"Optional:  oz ginger beer, room temperature",2
Optional:  oz ice cube,2
Optional:  oz lemon juice,2
Optional:  oz pomegranate juice,2
Optional:  oz port,2
Optional:  oz rosemary simple syrup,2
Optional:  oz sage simple syrup,2
"Optional:  pounds (about kg) russet or Yukon Gold potatoes, peeled and cut into quarters, sixths, or eighths, depending on size (see note)",2
"Optional:  raspberry, fresh",2
Optional:  splash gin,2
Optional:  stick celery,2
Optional:  tablespoons (g) unsalted butter,2
Optional:  Taste cane syrup,2
Optional:  tbsp brandy,2
Optional:  tbsp cocoa powder,2
Optional:  tbsp granulated sugar,2
"Optional:  tbsp horseradish, grated",2
"Optional:  tbsp white onion, diced",2
Optional:  tsp agave,2
Optional:  tsp water,2
Optional:  twist grapefruit,2
Optional:  wheel cucumber,2
Optional: ¼ cup extra-virgin olive oil,2
"Optional: ¼ teaspoon crushed red pepper flakes, or more to taste",2
"Optional: ½ cup (2 ounces) grated Parmesan, plus extra for garnish",2
Optional: ½ teaspoon freshly ground black pepper,2
Optional: ½ teaspoon ground coriander,2
Optional: 1  ft cheesecloth,2
Optional: 1  oz club soda,2
Optional: 1  oz fernet branca,2
Optional: 1  oz pisco,2
Optional: 1  oz rum,2
Optional: 1 (12 ounce) package fusilli pasta,2
"Optional: 1 (8 ounce) package carrots, peeled and grated",2
Optional: 1 1/2 cup ginger beer,2
Optional: 1 1/2 cup sugar,2
Optional: 1 1/2 ounces (45ml) fresh juice from 2 limes,2
Optional: 1 1/2 oz coffee,2
Optional: 1 1/2 oz demerara simple syrup,2
Optional: 1 1/2 oz sherry,2
Optional: 1 1/2 oz tonic water,2
"Optional: 1 1/2 sprig mint, fresh",2
Optional: 1 1/2 stick celery,2
Optional: 1 1/2 teaspoons baking powder,2
Optional: 1 1/3 cups all-purpose flour,2
Optional: 1 1/3 oz gran classico,2
"Optional: 1 1/3 oz lemon juice, fresh squeezed",2
"Optional: 1 1/3 teaspoon freshly ground white pepper, plus more to taste",2
"Optional: 1 1/3 tsp cardamom pod, lightly crushed",2
Optional: 1 1/4 cup lime juice,2
Optional: 1 1/4 cups ( ounces; g) uncooked parboiled long-grain white rice,2
"Optional: 1 1/4 oz ginger beer, room temperature",2
Optional: 1 1/4 oz honey,2
"Optional: 1 1/4 oz lime juice, freshly squeezed",2
Optional: 1 1/4 oz rum,2
Optional: 1 1/4 pound delicata squash (one medium),2
Optional: 1 1/4 qt ice cube,2
Optional: 1 1/4 tsp citric acid,2
"Optional: 1 1/8 clove medium garlic, thinly sliced",2
Optional: 1 1/8 oz reposado tequila,2
Optional: 1 1/8 wedge pineapple,2
Optional: 1 2/3 cup sugar,2
Optional: 1 2/3 oz averna,2
Optional: 1 2/3 oz celery juice,2
Optional: 1 2/3 oz scotch,2
Optional: 1 2/3 slice orange juice,2
Optional: 1 3/4 oz allspice bitters,2
"Optional: 1 3/4 oz celery juice, fresh",2
Optional: 1 3/4 oz freshly squeezed lime juice,2
Optional: 1 3/4 oz grand marnier,2
Optional: 1 3/4 oz lime juice,2
Optional: 1 3/4 oz pureed concord grape,2
Optional: 1 3/4 oz vermouth,2
Optional: 1 3/4 slice cucumber,2
Optional: 1 3/4 sprig rosemary,2
Optional: 1 3/4 stick cinnamon,2
"Optional: 1 baguette, sliced and toasted",2
Optional: 1 batch Cilantro Hemp Pesto (double if you love sauce),2
Optional: 1 bottle scotch,2
Optional: 1 cup (240ml) homemade or store-bought low sodium chicken stock (see note),2
"Optional: 1 cup (270 g) sourdough starter discard from a starter fed within the previous 24 hours, room temperature",2
"Optional: 1 cup butter, softened",2
"Optional: 1 cup fresh pineapple, cut into chunks",2
Optional: 1 dash green chartreuse,2
"Optional: 1 deep dish pie shell 9"", frozen or homemade",2
Optional: 1 lemon twist,2
"Optional: 1 medium yellow onion, chopped",2
Optional: 1 nutmeg,2
Optional: 1 oz amaro sfumato,2
Optional: 1 oz cranberry simple syrup,2
"Optional: 1 oz. Parmesan, finely grated",2
"Optional: 1 pinch cardamom, ground",2
Optional: 1 pinch chipotle chile powder,2
Optional: 1 pound dried chickpeas (garbanzo beans) or 4 15-ounce cans cooked chickpeas,2
Optional: 1 recipe angel hair pasta with raw tomato sauce,2
Optional: 1 recipe bacon and egg breakfast casserole,2
Optional: 1 recipe banana nut muffins,2
Optional: 1 recipe buttermilk biscuits,2
Optional: 1 recipe cajun shrimp and sausage skillet,2
Optional: 1 recipe cannoli,2
Optional: 1 recipe caprese salad,2
Optional: 1 recipe citrus salad,2
Optional: 1 recipe cucumber soda foam,2
Optional: 1 recipe easy lentil soup,2
Optional: 1 recipe fish chowder,2
Optional: 1 recipe fresh egg pasta,2
Optional: 1 recipe marshmallow squares,2
Optional: 1 recipe mustard coleslaw,2
Optional: 1 recipe one bowl oatmeal cookies,2
Optional: 1 recipe pan roasted cauliflower,2
Optional: 1 recipe pasta with roasted cauliflower,2
Optional: 1 recipe patatas bravas with aioli,2
Optional: 1 recipe quick pickled vegetables,2
Optional: 1 recipe ramen chashu pork belly,2
Optional: 1 recipe snickerdoodle cookies,2
Optional: 1 recipe strawberry rhubarb crisp,2
Optional: 1 recipe turnips anna,2
Optional: 1 recipe tzatziki sauce,2
Optional: 1 recipe vegan curry butternut squash soup with kale,2
Optional: 1 recipe waldorf salad,2
Optional: 1 recipe watermelon sorbet,2
Optional: 1 stick cinnamon,2
"Optional: 1 tablespoon grated ginger, or to taste",2
Optional: 1 tablespoon peeled and minced fresh ginger (about a 1-inch piece),2
"Optional: 1 tbsp lemon juice, freshly squeezed",2
Optional: 1 tbsp watercress,2
Optional: 1 tbsp whole clove,2
Optional: 1 teaspoon kosher salt,2
"Optional: 1 teaspoon kosher salt, divided",2
Optional: 1 teaspoon lemon juice,2
Optional: 1 teaspoon lemon zest plus the juice of 1 large lemon,2
Optional: 1 teaspoon sweet paprika,2
Optional: 1 to 2 teaspoons butter  – optional,2
Optional: 1 twist lemon,2
Optional: 1 wedge pineapple,2
Optional: 1 yellow onion,2
Optional: 1 ½ cups cooked rice,2
Optional: 1 ½ cups finely shredded red cabbage (from 1 small head),2
Optional: 1/2 can grapefruit soda,2
Optional: 1/2 cup bourbon,2
Optional: 1/2 cup dry white wine,2
Optional: 1/2 cup fresh mint,2
"Optional: 1/2 cup seltzer, chilled",2
Optional: 1/2 cup shaved or finely shredded parmesan cheese,2
Optional: 1/2 dash cointreau,2
Optional: 1/2 dash curacao,2
Optional: 1/2 dash grand marnier,2
Optional: 1/2 drop water,2
Optional: 1/2 floz chilled prosecco,2
Optional: 1/2 fluid ounces ( cups) half-and-half,2
"Optional: 1/2 jalapeno, sliced",2
"Optional: 1/2 lemon, thinly sliced",2
Optional: 1/2 oz beet juice,2
Optional: 1/2 oz brewed chamomile tea,2
Optional: 1/2 oz campari,2
Optional: 1/2 oz dry sparkling wine,2
Optional: 1/2 oz genever,2
Optional: 1/2 oz gin,2
"Optional: 1/2 oz grapefruit juice, fresh squeezed",2
Optional: 1/2 qt water,2
Optional: 1/2 ripe peach,2
Optional: 1/2 star crushed anise,2
"Optional: 1/2 strawberry, halved",2
Optional: 1/2 tablespoons ( grams) mascarpone or sour cream,2
Optional: 1/2 tablespoons unsalted butter,2
"Optional: 1/2 tbsp horseradish, grated",2
Optional: 1/2 tbsp lemon zest,2
Optional: 1/2 tbsp orange curacao,2
Optional: 1/2 tsp cognac,2
Optional: 1/2 wedge orange,2
"Optional: 1/2 whole bone-in, skin-on pork shoulder,  to  pounds total",2
"Optional: 1/3 bottle dry sparkling wine, chilled",2
Optional: 1/3 cup ( grams) fresh cranberries,2
Optional: 1/3 cup (g) water or milk (see note),2
"Optional: 1/3 cup beef broth, chilled",2
Optional: 1/3 cup cocoa powder,2
Optional: 1/3 cup corn syrup,2
"Optional: 1/3 cup fresh strawberry, sliced",2
Optional: 1/3 cup kosher salt,2
"Optional: 1/3 cup water, cold",2
"Optional: 1/3 cup water, heated",2
Optional: 1/3 dash chocolate bitters,2
Optional: 1/3 floz chilled peach juice,2
"Optional: 1/3 ounces (g) all-purpose flour, sifted",2
Optional: 1/3 oz amber rum,2
Optional: 1/3 oz becherovka,2
Optional: 1/3 oz cardamom-infused bourbon,2
Optional: 1/3 oz cynar,2
Optional: 1/3 oz grapefruit seltzer,2
Optional: 1/3 oz ice cube,2
Optional: 1/3 oz sherry,2
Optional: 1/3 oz strawberry simple syrup,2
Optional: 1/3 oz tonic water,2
Optional: 1/3 oz unsweetened pomegranate juice,2
Optional: 1/3 oz whipped cream,2
Optional: 1/3 piece orange,2
Optional: 1/3 pinch brown sugar,2
Optional: 1/3 smoked ham hock (about   pounds; g),2
"Optional: 1/3 tablespoon fresh thyme leaves, roughly chopped",2
Optional: 1/3 tbsp apple cider vinegar,2
Optional: 1/3 tbsp cocoa powder,2
Optional: 1/3 tbsp edible gold flake,2
"Optional: 1/3 tbsp jalapeno, diced",2
"Optional: 1/3 teaspoon freshly ground white pepper, plus more to taste",2
Optional: 1/3 teaspoon ground cinnamon,2
"Optional: 1/3 to  tablespoons powdered sugar, plus more to decorate",2
Optional: 1/3 tsp dried lavender,2
"Optional: 1/3 tsp lemon juice, freshly squeezed",2
"Optional: 1/3 tsp nutmeg, freshly grated",2
Optional: 1/3 tsp orange blossom water,2
Optional: 1/3 tsp sugar,2
Optional: 1/3 twist lemon,2
"Optional: 1/3 wedge lemon, juiced",2
Optional: 1/4 cup (about 1 small handful) finely chopped fresh mint leaves,2
"Optional: 1/4 cup brewed black tea, chilled",2
Optional: 1/4 cup concord grape,2
Optional: 1/4 cup extra-virgin olive oil,2
Optional: 1/4 cup milk,2
Optional: 1/4 cups ( ml) heavy cream,2
Optional: 1/4 green olive,2
Optional: 1/4 lemon zest,2
Optional: 1/4 oz bourbon,2
"Optional: 1/4 oz cava, chilled",2
"Optional: 1/4 oz champagne, chilled",2
"Optional: 1/4 oz cool, filtered water",2
"Optional: 1/4 oz dry vermouth, chilled",2
Optional: 1/4 oz frangelico,2
Optional: 1/4 oz ginger beer,2
"Optional: 1/4 oz lemon juice, freshly squeezed",2
Optional: 1/4 oz orange curacao,2
Optional: 1/4 oz pernod,2
Optional: 1/4 oz pine liqueur,2
Optional: 1/4 oz rye whiskey,2
Optional: 1/4 oz sparkling wine,2
Optional: 1/4 oz unfiltered apple cider,2
Optional: 1/4 oz whipped cream,2
"Optional: 1/4 qt water, chilled",2
Optional: 1/4 slice small orange,2
Optional: 1/4 sprig thyme,2
Optional: 1/4 tablespoons ( grams) mascarpone or sour cream,2
Optional: 1/4 tablespoons high-quality unsalted butter,2
"Optional: 1/4 tbsp butter, softened",2
Optional: 1/4 tbsp lemon zest,2
Optional: 1/4 tbsp rye whiskey,2
Optional: 1/4 tbsp whole coriander seed,2
Optional: 1/4 teaspoon (g) baking soda,2
"Optional: 1/4 tsp cardamom pod, lightly crushed",2
Optional: 1/4 tsp cointreau,2
Optional: 1/4 tsp granulated sugar,2
Optional: 1/4 tsp honey,2
Optional: 1/4 tsp kosher salt,2
Optional: 1/4 tsp pimento bitters,2
Optional: 1/4 tsp whole mace,2
Optional: 1/4 wedge lemon,2
Optional: 1/8 barspoon maraschino liqueur,2
Optional: 1/8 cup ( grams) molasses or treacle [updated weight],2
Optional: 1/8 cup apple schnapps,2
"Optional: 1/8 cup cherry, pitted",2
Optional: 1/8 cup crushed ice,2
Optional: 1/8 cup dark rum,2
"Optional: 1/8 cup peach, frozen",2
Optional: 1/8 dash lemon bitters,2
Optional: 1/8 dash pomegranate,2
Optional: 1/8 floz chilled prosecco,2
Optional: 1/8 grapefruit twist,2
Optional: 1/8 large orange twist,2
Optional: 1/8 lb tomato,2
Optional: 1/8 lime,2
Optional: 1/8 lime zest,2
"Optional: 1/8 minneola orange, finely zested",2
"Optional: 1/8 ounces ( grams) white chocolate chips, or chopped white chocolate from a bar",2
Optional: 1/8 oz amber rum,2
Optional: 1/8 oz apple brandy,2
Optional: 1/8 oz bornholmer bitter,2
Optional: 1/8 oz brut sparkling wine,2
Optional: 1/8 oz chilled champagne,2
Optional: 1/8 oz citrus simple syrup,2
Optional: 1/8 oz creme de cassis,2
Optional: 1/8 oz fernet branca,2
Optional: 1/8 oz gran classico,2
"Optional: 1/8 oz large lime juice, fresh",2
Optional: 1/8 oz lillet rouge,2
"Optional: 1/8 oz orange juice, freshly squeezed",2
Optional: 1/8 oz orgeat,2
Optional: 1/8 oz pimms,2
Optional: 1/8 oz pine liqueur,2
"Optional: 1/8 oz pink grapefruit, fresh",2
Optional: 1/8 oz pomegranate juice,2
Optional: 1/8 oz prepared spiced apple simple syrup,2
"Optional: 1/8 oz prosecco, chilled",2
Optional: 1/8 oz rum,2
"Optional: 1/8 raspberry, fresh",2
Optional: 1/8 slice green bell pepper,2
Optional: 1/8 slice peach,2
Optional: 1/8 sour cherry,2
Optional: 1/8 tbsp brandy,2
"Optional: 1/8 tbsp fresh mint, minced",2
"Optional: 1/8 tbsp lime juice, freshly squeezed",2
Optional: 1/8 teaspoon onion powder,2
Optional: 1/8 tsp lemon juice,2
Optional: 1/8 tsp maraschino liqueur,2
Optional: 1/8 twist lime,2
Optional: 12  bottle dry red wine,2
