string,pred_old,preds
500 g orange ginger simple syrup,ginger ginger simple syrup,orange ginger simple
"500 g orange juice, freshly squeezed",orange juice,orange juice
500 g pear brandy,pear brandy,pear brandy
500 g rose champagne,rose champagne,rose champagne
500 g rosemary simple syrup,simple simple,citric simple syrup
500 g rum,rum,rum
500 g scotch,scotch,scotch
"500 g seltzer, chilled",seltzer,seltzer
500 g simple syrup,simple syrup,simple syrup
500 g sparkling wine,sparkling wine,sparkling wine
"500 g sparkling wine, preferable moscato",sparkling wine,sparkling wine
500 g spiced rum,spiced rum,spiced rum
500 g the king's ginger,the kings ginger,the kings ginger
500 g tomato juice,tomato juice,tomato juice
500 g tonic water,tonic water,tonic water
500 g unfiltered apple cider,apple cider,unfiltered apple cider cider
500 ml agave nectar (optional),agave nectar,agave nectar
500 ml aged rum,aged rum,aged rum
500 ml basil simple syrup,simple simple syrup syrup,basil simple syrup
500 ml cachaca,cachaca,cachaca
500 ml chilled ginger beer,ginger beer,chilled ginger beer
500 ml coconut seltzer,coconut seltzer,coconut seltzer
500 ml coffee,coffee,coffee
500 ml creme de cacao,creme de cacao,creme de cacao
500 ml genever,genever,genever
500 ml grade B maple syrup,maple syrup,maple syrup
500 ml gran classico,gran classico,gran classico
500 ml grand marnier,grand marnier,grand marnier
500 ml half and half,half and half,half and half
"500 ml hard cider, chilled",hard cider,hard cider
500 ml honey,honey,honey
"500 ml large lime juice, fresh",lime juice,large lime juice
"500 ml lemon, freshly squeezed",lemon,marjoram
500 ml maple syrup,maple syrup,maple syrup
500 ml old tom gin,old tom gin,old tom gin
500 ml pear brandy,pear brandy,pear brandy
"500 ml pineapple juice, freshly squeezed",pineapple juice,pineapple juice
"500 ml pink grapefruit juice, freshly squeezed",pink grapefruit juice,pink grapefruit juice
500 ml rose champagne,rose champagne,rose champagne
500 ml rosemary simple syrup,simple simple simple,rosemary simple syrup
500 ml smoky scotch,cava scotch,smoky scotch
"500 ml sparkling wine, chilled",sparkling wine,sparkling champagne
500 ml sugar,sugar,sugar
500 ml vodka,vodka,vodka
500 ml walnut liqueur,walnut liqueur,walnut liqueur
500 ml water,water,water
500 ml whiskey,whiskey,whiskey
500 ml white vermouth,white vermouth,white vermouth
500g aged rum,aged rum,aged rum
500g amber rum,amber rum,amber rum
500g apple cider,apple cider,apple cider
500g averna,spareribs,averna
500g beet juice,lemon juice,beet juice
500g blanco tequila,blanco tequila,blanco tequila
500g coconut seltzer,lamb seltzer,coconut seltzer
500g creme de cacao,creme de cacao,creme de cacao
500g curacao,curacao,curacao
500g freshly squeezed lime juice,lime juice,freshly ground juice juice
500g freshly squeezed orange juice,orange juice,orange orange orange juice
500g genever,cola,genever
500g genever (optional),cola,genever
500g grape simple syrup,orange simple syrup,grape grape syrup
"500g grapefruit juice, freshly squeezed",grapefruit juice,grapefruit juice
500g green chartreuse,green chartreuse,green chartreuse
500g ice cube,ice cube,ice cube
500g Jameson whiskey,citrus vodka,jameson whiskey
"500g lemon juice, freshly squeezed",lemon juice,lemon juice
500g lillet blonde,lillet blonde,lillet blonde
"500g mango, diced",mango,cherry
500g pine liqueur,pine liqueur,pine liqueur
500g simple syrup,simple syrup,simple syrup
"500g smoked brewed black tea, such as lapsang souchong",brewed black tea,smoked brewed black tea
"500g strawberries, hulled",cola,averna
500g strong black coffee,black coffee,black black coffee
500g tonic water,tonic water,tonic water
500g vodka (optional),marjoram,vodka
500g water,water,water
500g whiskey,whiskey,whiskey
500g white vermouth,white vermouth,white vermouth
500ml agave,agave,agave
"500ml apple cider, fresh",apple cider,apple juice
500ml apple juice (Bradley is best if you like it sharp),grapefruit juice,apple juice
500ml blanco tequila,blanco tequila,blanco tequila
500ml blood orange juice (Sanguinello),blood orange juice,blood orange juice
500ml brut sparkling wine,sparkling wine,sparkling sparkling wine
"500ml cava, chilled (optional)",cava,chilled
500ml coffee,coffee,coffee
500ml cola,cola,cola
500ml cynar,twine,cynar
"500ml dry vermouth, chilled",dry vermouth,dry rose
500ml freshly squeezed lemon juice,lemon juice,lemon juice juice
500ml freshly squeezed orange juice,orange juice,orange orange juice
500ml freshly squeezed orange juice (optional),orange juice,orange orange juice
500ml grand marnier,grand marnier,grand marnier
500ml half and half,half,half and half
500ml hard cider,hard cider,hard cider
"500ml lemon juice, freshly squeezed",lemon juice,lemon juice
"500ml lime juice, freshly squeezed",lime juice,lime juice
500ml mango juice,raspberry juice,mango juice
500ml maraschino liqueur,maraschino liqueur,maraschino liqueur
"500ml orange juice, freshly squeezed",lemon juice,orange curacao
500ml peach purée or peach nectar,peach,peach blossom seeds
500ml pine liqueur,pine liqueur,pine liqueur
500ml pineapple juice,pineapple juice,pineapple juice
"500ml pink grapefruit juice, freshly squeezed",pink grapefruit juice,pink grapefruit juice
500ml pisco,watermelons,pisco
500ml port,port,port
500ml single-malt scotch (optional),fritos,<OOV> malt scotch
500ml tomato juice,tomato juice,tomato juice
500ml triple sec,triple sec,triple sec
500ml vodka,shortening,vodka
500ml water,water,water
500ml whiskey,whiskey,whiskey
50g aged rum,aged rum,aged rum
50g allspice bitters,allspice bitters,allspice bitters
"50g apple cider, fresh",apple cider,apple schnapps
50g averna,spareribs,averna
50g benedictine,benedictine,benedictine
"50g black coffee, hot",black coffee,black beans
50g campari,campari,campari
50g cardamom pod,cardamom,cardamom pod
50g caster sugar,sugar,granulated sugar
50g chilled ginger beer,ginger beer,chilled beer beer
50g chopped mango,mango,mango mango
50g coconut seltzer,lamb seltzer,coconut seltzer
50g cointreau,farro,cointreau
50g cold water,water,cold
"50g cool, filtered water",water,water
"50g cucumber juice, fresh",cucumber juice,cucumber juice
50g dark chocolate,dark chocolate,dark chocolate
50g drinking vinegar,english sherry,smoked vinegar
50g dry curacao,dry curacao,dry curacao
50g fino sherry,fino sherry,fino sherry
50g freshly squeezed orange juice (optional),orange juice,orange orange orange juice
"50g grapefruit juice, freshly squeezed",grapefruit juice,grapefruit juice
50g half and half,half,half and half
"50g large lime juice, fresh",lime juice,large lime juice
50g lavender simple syrup,lavender simple,ginger simple syrup
"50g lemon, freshly squeezed",lemon,prosecco
50g lillet blonde (optional),lillet blonde,lillet blonde
"50g milk chocolate , chopped",chocolate chocolate,aluminum milk
50g mincemeat,fritos,averna
50g peach liqueur,peach liqueur,peach liqueur
50g pimms,pimms,pimms
50g pineapple pieces,pineapple,pineapple juice
50g simple syrup,simple syrup,simple syrup
"50g strawberry, sliced",strawberry,cherry
50g tequila (optional),tequila,tequila
50g tomato juice,tomato juice,tomato juice
50g whipped cream,whipped cream,whipped cream
50g whiskey,whiskey,whiskey
50g whole milk,whole milk,whole milk
50ml aperol,aperol,aperol
50ml apple cider,apple cider,apple cider
"50ml black coffee, hot",black coffee,black cardamom
50ml bourbon or rye whiskey,cola,rye rye whiskey
50ml brandy,brandy,brandy
50ml campari,campari,campari
50ml cardamom pod,cardamom,cardamom pod
50ml chicory-infused rye whiskey,fresh simple,flaky infused rye whiskey
50ml coconut water,coconut water,coconut water
50ml coffee liqueur (we used Kahlua),grapefruit liqueur,coffee liqueur
50ml cognac,fritos,cognac
50ml cranberry juice,cranberry juice,cranberry juice
50ml dark rum,dark rum,dark rum
50ml drinking vinegar,english sherry,cheap vinegar
"50ml dry sparkling wine, chilled",sparkling wine,sparkling sparkling wine
50ml elderflower cordial,elderflower liqueur,elderflower
50ml fresh pomegranate juice,pomegranate juice,fresh pomegranate juice
50ml freshly brewed espresso coffee,poached cream,freshly ground coffee filters
50ml gin,thyme,gin
"50ml ginger ale, chilled",ginger ale,ginger syrup
50ml ginger beer,ginger beer,ginger beer
"50ml ginger, peeled",ginger,cherry
50ml half and half,half,half and half
"50ml homemade lime syrup (see recipe, below) or lime cordial",lime syrup,dried ginger simple
50ml honey syrup,honey syrup,honey syrup
50ml lemon juice (optional),lemon juice,lemon juice
50ml London dry gin,ground,dry gin
50ml orange liqueur (we used Cointreau),honey liqueur,orange bitters
50ml pistachio liqueur,pistachio liqueur,pistachio liqueur
50ml prosecco,prosecco,prosecco
50ml reposado tequila,reposado pear,reposado tequila
50ml rum,rum,rum
"50ml rum , we used white rum",white rum,white rum bag
50ml rye whiskey,rye whiskey,rye whiskey
50ml sloe gin,thyme,gin gin
50ml spiced rum,spiced rum,spiced rum
50ml sugar syrup,sugar syrup,sugar cube
"50ml sweet sparkling wine, chilled",sparkling wine,sweet sparkling wine
50ml tequila,tequila,tequila
50ml the king's ginger,the kings,the kings ginger
50ml triple sec,triple sec,triple sec
50ml vanilla simple syrup,ginger simple simple syrup,vanilla simple syrup
50ml vanilla vodka,vanilla vodka,vanilla vodka
50ml vodka,shortening,vodka
50ml white rum,white rum,white rum
550 g agave nectar (optional),agave nectar,agave nectar
550 g aged rum,aged rum,aged rum
550 g apple brandy,apple brandy,apple brandy
550 g cachaca,cachaca,cachaca
550 g cold water,water,cold
550 g curacao,curacao,curacao
550 g dubonnet,dubonnet,dubonnet
550 g elderflower liqueur,elderflower liqueur,elderflower liqueur
550 g grape simple syrup,balsamic simple syrup,grape grape sprouts
550 g grenadine,grenadine,grenadine
550 g half and half,half and half,half and half
550 g light rum,light rum,light rum
550 g lillet rouge,lillet rouge,lillet rouge
"550 g lime juice, fresh",lime juice,lime juice
"550 g lime juice, freshly squeezed",lime juice,lime juice
550 g mint simple syrup,simple simple,ginger simple syrup
550 g peach liqueur,peach liqueur,peach liqueur
550 g pineapple juice,pineapple juice,pineapple juice
550 g rum,rum,rum
"550 g simple syrup, made with honey instead of sugar",simple syrup,simple syrup
550 g tomato juice,tomato juice,tomato juice
550 g triple sec,triple sec,triple sec
550 g water,water,water
550 ml amaro (optional),amaro,amaro nonino
550 ml apricot liqueur,apricot liqueur,apricot liqueur
550 ml campari,campari,campari
550 ml citrus vodka,citrus vodka,citrus vodka
550 ml cold water,water,cold
550 ml cranberry simple syrup,simple simple syrup,cranberry simple
550 ml dark rum,dark rum,dark rum
550 ml dry curacao,dry curacao,hot curacao
"550 ml dry vermouth, chilled",dry vermouth,dry vermouth
550 ml freshly squeezed lemon juice,lemon juice,freshly juice juice
550 ml freshly squeezed lime juice,lime juice,freshly ground lime juice
550 ml granny smith apple cider,granny smith apple,granny smith cider
550 ml grape simple syrup,balsamic simple syrup,grape grape syrup
550 ml grapefruit juice,grapefruit juice,grapefruit juice
550 ml honey syrup,honey syrup,honey syrup
550 ml Jameson whiskey,lentils whiskey,jameson whiskey
550 ml pear brandy,pear brandy,pear brandy
550 ml rye whiskey (optional),rye whiskey,rye whiskey
550 ml smoky scotch,dubonnet scotch,sweet scotch
550 ml strong black coffee,black coffee,black black coffee
"550 ml sweet sparkling wine, chilled",sparkling wine,sweet sparkling wine
550 ml tawny port,port port,port port
550 ml the king's ginger,the kings ginger,the kings ginger
550 ml tomato juice,tomato juice,tomato juice
550 ml whipped cream,whipped cream,whipped cream
550 ml whiskey,whiskey,whiskey
550g ale,ale,ale
550g applejack,bourbon,applejack
550g applejack (optional),bourbon,applejack
550g apricot liqueur,apricot liqueur,apricot liqueur
550g averna,spareribs,averna
550g blanco tequila,blanco tequila,blanco tequila
550g brandy,brandy,brandy
550g campari,campari,campari
550g cherry simple syrup,simple simple syrup,cherry simple syrup
550g coffee,coffee,coffee
550g cognac,fritos,cognac
550g freshly squeezed orange juice,orange juice,freshly orange orange juice
550g ginger juice,ginger juice,ginger juice
"550g ginger juice, fresh",ginger juice,ginger beer
550g granny smith apple cider,granny smith apple,granny smith cider
"550g grapefruit juice, freshly squeezed",grapefruit juice,grapefruit zest
550g heavy cream,heavy cream,heavy cream
"550g hot, freshly brewed black coffee",black black,freshly brewed black tea
550g Jameson whiskey,citrus vodka,jameson whiskey
"550g kale juice, fresh",kale juice,kale juice
"550g lemon juice, freshly squeezed (optional)",lemon juice,lemon juice
550g lillet rouge,lillet rouge,lillet rouge
550g orange curacao,orange curacao,orange curacao
550g orange ginger simple syrup,ginger simple simple,orange ginger simple syrup
550g orgeat,carrot,averna
550g pepper vodka,pepper vodka,pepper vodka
550g pineapple juice,pineapple juice,pineapple juice
550g pisco,watermelons,pisco
550g rose champagne,rose champagne,rose champagne
550g tequila,tequila,tequila
550g vodka,shortening,vodka
550ml aperol,aperol,aperol
550ml apple brandy,apple brandy,apple brandy
"550ml champagne, approximately",champagne,cherry
550ml chocolate liqueur,chocolate liqueur,chocolate liqueur
550ml coffee,coffee,coffee
550ml cointreau,farro,cointreau
550ml cranberry juice,cranberry juice,cranberry juice
550ml cynar,twine,cynar
550ml drinking vinegar,english sherry,vinegar vinegar
550ml dry curacao,dry curacao,hot curacao
550ml elderflower liqueur,elderflower liqueur,elderflower liqueur
550ml fresh pomegranate juice,pomegranate juice,fresh pomegranate juice
550ml freshly squeezed orange juice (optional),orange juice,freshly orange orange juice
550ml ginger juice,ginger juice,ginger juice
550ml grapefruit juice,grapefruit juice,grapefruit juice
550ml green chartreuse,green chartreuse,green chartreuse
550ml heavy cream,heavy cream,heavy cream
550ml lillet blanc,lillet blanc,lillet blanc
550ml lillet rouge,lillet rouge,lillet rouge
550ml port,port,port
550ml rose champagne,rose champagne,rose champagne
550ml rum,rum,rum
550ml saint germain,saint germain,saint germain
550ml single-malt scotch,fritos,malt malt scotch
"550ml smoked brewed black tea, such as lapsang souchong",brewed black tea,smoked brewed black tea
550ml whiskey,whiskey,whiskey
550ml white vermouth,white vermouth,white vermouth
5ml sugar syrup,sugar syrup,sugar cube
5ml syrup from a jar of maraschino cherries (we used Luxardo),grapeseed syrup,whole or cream
6  batch ginger-cardamom simple syrup,simple simple syrup,ginger ginger simple simple
6  clove,clove,clove
6  cup ( grams) water,water,water
6  cup apple cider vinegar,apple cider vinegar,apple cider vinegar
"6  cup apple cider, fresh",apple cider,apple schnapps
6  cup bourbon,bourbon,bourbon
6  cup brandy,brandy,brandy
